job_title,company_name,company_location,work_method,post_date,work_time,description,fecha_scraping,id_job
Data Scientist,Ericsson,"Madrid, Comunidad de Madrid, España",Presencial,hace 2 semanas,Jornada completa,"Acerca del empleo
About This Opportunity

Responsible for developing scientific methods, processes, and systems to extract knowledge or insights to drive the future of applied analytics. Provide thought leadership, perform Advanced Statistical Analytics, and build insights into data to provide to the business useful insights, identify trends, and measure performance which address business problems. Collaborate with business and process owners to understand business issues, and with engineers to implement and deploy scalable solutions, where applicable

What You Will Do
Perform Data science leadership
Synthesize problems into data question(s)
Decide approach for data science
Design & perform data science experiment
Develop Data Science Infrastructure &Tools
Convert data into insights.
Act in external relations
You will bring

Theoretical Knowledge:
Common and sophisticated Clustering algorithms including probability density and distribution based.
Convolutional Neural networks
Recurrent Neural Networks
Graph Neural Networks
Bayesian based probabilistic graphical models
Deep Autoencoders
Latest machine reasoning techniques
Reinforcement learning
Application of ML/AI:
Clean clustering of high dimensional data with noise
Application of autoencoders to high-dimensional data
Application of GNN to high dimensional complex data structures
Application of CNN to high-dimensional temporal data
Application of RNN to high- time series data for forecasting
Application of Bayesian dimensional networks for causal reasoning
Auto learning of network structure from data for probabilistic graphical models
Frameworks, Languages, & General skills:
Strong programming skills in Python, ability to write object oriented and scalable code
JupyterHub and notebooks
Strong skills in the use of current innovative machine learning frameworks such as Tensorflow, Keras, Scikit-learn, etc.
Ability to handle large amounts high dimensional data (knowledge of distributed data pipelines is a plus)
Good data Visualization skills
Ability to work independently and be a self-starter with high energy, enthusiasm and persistence
Why join Ericsson?

At Ericsson, you´ll have an outstanding opportunity! The chance to use your skills and imagination to push the boundaries of what´s possible. To build never seen before solutions to some of the world’s toughest problems. You´ll be challenged, but you won’t be alone! You´ll be joining a team of diverse innovators, all driven to go beyond the status quo to craft what comes next.

What happens once you apply?

Click Here to find all you need to know about what our typical hiring process looks like.

We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. Please contact us to request accommodation.

Encouraging a diverse and inclusive organization is core to our values at Ericsson, that's why we nurture it in everything we do. We truly believe that by collaborating with people with different experiences we drive innovation, which is essential for our future growth. We encourage people from all backgrounds to apply and realize their full potential as part of our Ericsson team.

Ericsson is proud to be an Equal Opportunity and Affirmative Action employer, learn more.",16/02/2023,Data ScientistEricsson
Data Scientist - Sector Energías Renovables,Ingeteam,"Albacete, Castilla-La Mancha, España",Híbrido,hace 1 semana,Jornada completa,"Acerca del empleo
Ingeteam, empresa líder en fabricación de producto y ofrecer servicios de Operación & Mantenimiento en el sector de las Energías renovables está en búsqueda de un científico/a dedatos para su departamento I+D+I. Las oficinas están situadas en Albacete.

Puesto vacante:
Realizar tareas de diseño y desarrollo de algoritmos, sistemas de análisis de datos y sistemas de aprendizaje automático (machine learning) relacionados con el diagnóstico de máquinas, la gestión de activos y el soporte a la decisión de técnicos y gestores de mantenimiento, así como la coordinación de socios tecnológicos en la realización de estas mismas tareas.

Entre sus funciones diarias podemos resaltar las siguientes:

En dependencia directa del R&D Manager se responsabilizará de las siguientes funciones:

- Recoger, analizar y documentar los requisitos de usuario, casos de uso y de calidad de los productos software a desarrollar.
- Diseñar la arquitectura de la solución, seleccionar y configurar el IDE y definir las pautas de desarrollo.
- Desarrollar conectores software para adquirir y normalizar la información procedente de protocolos industriales (OPC, ModBus, etc.), protocolos de IoT (AMQP, MQTT, etc.)
- Crear y gestionar bases de datos relacionales (SQL Server, Oracle, MySQL) y no relacionales (MongoDB, etc.).
- Desarrollar servicios que permitan consumir los datos de forma fácil y rápida a través de servicios web (p.ej. WSDL) y APIs (REST, JSON).
- Diseñar, desarrollar e implementar algoritmos de análisis de datos y aprendizaje automático (p.ej. TensorFlow, PyTorch, Anaconda…).
- Colaborar con el departamento de Procesos u otros socios de proyectos en la definición, diseño y desarrollo de interfaces gráficas de usuario basadas en tecnologías Web (HTML, Javascript, etc.) que consuman los servicios previamente desarrollados.
- Conocer y vigilar continuamente el entorno tecnológico relevante para el puesto: Internet of Things, Industrial Internet, Asset Management, eMaintenance, etc.
- Proponer mejoras y desarrollar pruebas de concepto sobre plataformas open source para valorar la viabilidad de futuros desarrollos.

En Ingeteam valoramos la diversidad y facilitamos la inserción de personas con discapacidad. Por ello, si reúnes los requisitos generales de la vacante y dispones de certificado con grado de discapacidad igual o superior al 33%, Ingeteam valorará positivamente tu candidatura, anímate y contacta con nosotros/as!

Requisitos:
Experiencia laboral relacionada con el puesto a escribir
Conocimientos de Python nivel medio-alto.
Conocimientos de analítica de datos (estadística, minería de datos, aprendizaje automático…)
Conocimientos de bases de datos relacionales (MySQL) y no relacionales (MongoDB)
Nivel de inglés B2.
Alto nivel de autonomía.
Capacidad de aprendizaje y adaptación nuevos conocimientos y tareas.

Se ofrece:

Proyección y aplicación de inteligencia a los datos extraídos en los proyectos relacionados con Energía Renovable (Fotovoltaica, Eólica, Biomasa e Hydro)

Porcentaje de Viajes y zonas de traslado
10-20%. España y países de la Unión Europea

Trabajo en remoto:
A definir según necesidades. Se está aplicando política interna de la empresa, se determinará en entrevista. Añadir que actualmente no se contempla el 100%.

Flexibilidad horaria:
Horario de concurrencia de 9.30-13.00h. Autogestión del horario de trabajo según necesidades del proyecto.

Salario: 27k-30k",16/02/2023,Data Scientist - Sector Energías RenovablesIngeteam
,AIS,"Barcelona, Cataluña, España",Híbrido,hace 1 semana,Jornada completa · Algo de responsabilidad,,16/02/2023,AIS
Data Scientist - Hybrid Intelligence,Capgemini Engineering,"Sevilla, Andalucía, España",Híbrido,hace 1 semana,Jornada completa · Algo de responsabilidad,"Acerca del empleo
Our offer

Hybrid Intelligence, a Capgemini Engineering team, is looking for a Data Science to join the team in Spain. You will provide analytics expertise to a highly talented team, while participating in the rapid growth and expansion of our client base.

Requirements

To succeed in this role, you should have:

A Masters or PhD in operations research, computer science, mathematics or engineering with more than two years of experience in DS projects.
Professional experience applying data science, analytics, machine learning and computational techniques.
A genuine enthusiasm for using data science to solve complex problems, and an understanding of the algorithms, data processing methods and visualization techniques required.
It will valued real experience in Cloud Environment (AWS, Azure, ..)
Excellent communication and presentation skills, and the ability to explain complex concepts.
Professional level ability in Spanish and English.

About Us

As a member of the Hybrid Intelligence team of Capgemini Engineering you will work on a variety of innovative and rewarding projects that make a difference. Our work is a fusion of applied mathematics, scientific computing, AI, and software engineering. We deliver ground-breaking, multi-disciplinary solutions for our R&D-driven clients tackling humanity’s generational challenges, from discovering new drug treatments to harnessing green energy.

We are dedicated to creating a diverse environment and are proud to be an equal opportunity employer. We appreciate individuals for who they are and value the diversity they bring to the workplace.

Capgemini Engineering is an integral part of the Capgemini Group, a global leader in partnering with companies to transform and manage their business by harnessing the power of technology. It is a multicultural company of over 270,000 team members in almost 50 countries.

What we offer?

Permanent working contract
Remote working.
Flexible schedule + intensive workday on Fridays and in summer (almost three months)
Social benefits package (private medical insurance, life and accident insurance paid by the company, Gympass, Life -employment and family assistance company-, etc).
Flexible remuneration (transport ticket, restaurant ticket, nursery, training, extend health insurance to your family...)
Ongoing technical, skills and language training (free English classes for all employees)
Annual performance evaluations. Professional development plan, based on your experience and future potential, adapted to you, with both horizontal and vertical growth.",16/02/2023,Data Scientist - Hybrid IntelligenceCapgemini Engineering
Data Scientist - Hybrid Intelligence,Capgemini Engineering,"Sevilla, Andalucía, España",Híbrido,hace 1 día,Jornada completa · Intermedio,"Acerca del empleo
📢 🔎 Desde ACCOM, empresa de Marketing Digital orientada en ventas con sede en Madrid,
buscamos nuevo/a compi como Junior Data Scientist / Data Back para que se incorpore a nuestro Equipo de Data & BI!

💡 ¿Qué buscamos en ti?

Conocimientos en SQL y Python.
Conocimientos en infraestructura de Google Cloud Platform.
Manejo de herramientas de visualización (PowerBI).
Habilidades en analítica de datos orientado a resultados de negocio.

📝 ¿Cuáles serán tus funciones?

Diseñar, gestionar, y supervisar los sistemas de datos.
Elaborar informes bajo herramientas analíticas.
Trabajar en mapeo de datos, flujo de datos y linaje de datos.
Analizar y optimizar el rendimiento de consultas SQL.
Crear modelos de Machine Learning (Time Series y Forecasting).
Crear metodologías y procedimientos de inferencia estadística.

📌 ¿Qué ofrecemos?

Accom es una empresa de carácter joven y competitivo en constante crecimiento. Cuidamos mucho nuestra política de Talento y Cultura, buscando siempre la máxima vinculación de las personas con la empresa. Simplemente tratamos a las personas como nos gustaría que nos tratasen.

📈 Plan de carrera.
🕐 Horario de inicio flexible.
💳 Plan de retribución flexible.
💻 Teletrabajo en formato híbrido (50%).
🍰El día de tu cumpleaños libre.
🤼 Eventos y actividades internas para hacer team building.
📍 Ubicaciones céntricas en Madrid (Gran vía, Callao), Sevilla y Málaga.

¡Si crees que eres el perfil que buscamos, estaremos encantados de conocerte!",16/02/2023,Data Scientist - Hybrid IntelligenceCapgemini Engineering
Junior Data Scientist,ACCOM,"Madrid, Comunidad de Madrid, España",Híbrido,hace 1 día,Jornada completa · Algo de responsabilidad,"Acerca del empleo
THE ROLE

This role can be filled on-site in any of our offices or fully remote from one of the following countries: Germany, Spain, Netherlands, Ireland or UK.

Personio is growing rapidly. With that growth comes the increasing demand for data to support decision-making, set and track goals, predict the future and automate processes.
In order to meet that demand, Data is on a mission to enable better decisions within the company. We do that by facilitating internal teams to create and share high quality data products easily, and by building core data products on our own.

As a Senior Data Scientist (d/f/m), you will have a crucial role on that mission. Revealing actionable insights is your superpower. You are the expert, who can understand the WHY and infer the cause from data. Therefore, you make use of statistics and algorithms and use your technical expertise to create data products. You are using this for project work in cross-functional teams to reveal unknown patterns for a better business understanding, predict future behaviour and optimize processes in real-time.

As one of the first Data Scientists you feel comfortable in enhancing the data science tech stack within our platform on top of AWS, Snowflake and dbt, and you are passionate about talking to stakeholders across the company to identify the biggest opportunities in terms of value and effort.

Responsibilities:

Identifying and developing industry leading data science solutions end2end which generate value across the company - identifying levers, defining data requirements, preparing data, modelling, creating reports and data products, tracking impact
Build out rigorous testing systems (A/B, MVT…) for new data products
Driving the collection of new data and the refinement of existing data sources
Applying statistical and machine learning techniques to drive business insights, leading to business actions
Effectively communicate outputs to other team members and the wider business concisely that can be understood by both technical and non-technical audiences
Work with and influence cross-functional teams including Marketing, Finance, Product and Customer Operations

WHAT YOU NEED TO SUCCEED

University degree in computer science or any other relevant subject
Experienced with analysis tools along the whole data chain (e.g. python, snowflake, dbt, jupyter, streamlit, tableau, sagemaker)
Knowledge in data mining, machine learning and predictive analytics
Curiosity - always wanting to understand drivers of performance from technical to behavioural
Critical thinking - distilling company strategy, team goals, and local needs into a local strategy and execution plan
Analytical and problem-solving - you must love data and know the right questions to ask. Constantly seeking to understand drivers of business performance and enjoy building models and presentations showcasing this
Strong communicator - comfortable speaking about data and insights to all levels of the company
Desire to learn about new trends and technologies

WHY PERSONIO

Aside from our people, culture, and mission, there are a variety of additional benefits that help make Personio a great place to work!

Work with us and receive those Madrid office benefits (benefits will vary depending on office location):

Competitive compensation package – reevaluated each year – that includes salary, benefits, and pre-IPO equity
28 days of paid vacation, plus another additional day after 2 and 4 years (because we love what we do, but we also love vacation!)
2 Impact Days you can use to have an impact on the environment and society – one for an individual project of your choice and one for a company-wide initiative! #SocialResponsibility
Find your best way to work with our office-led, remote-friendly PersonioFlex! We offer a roughly 50% remote, 50% in-office working framework to suit your needs
Annual personal development budget for you to invest in your development via professional memberships, external certifications, conferences, and more
Regular company and team events like All Company Culture Week and local year-end celebrations
High-impact working environment with flat hierarchies and short decision-making processes
Receive generous family leave, child support, mental health support, and sabbatical opportunities with PersonioCares
Save money with corporate discounts across brands like Adidas, LG, Bosch, Apple, and more
Choose between green mobility options, including a bike lease covered by Personio
Monthly tax-free stipend of €162 to help cover food and public transportation expenses (Cobee)
Private health insurance (company level plan): Access to Sanitas plan at a reduced employee cost (€43 for employees, spouse, or children)
Access multiple fitness studios and sports facilities across Spain for €30 per month with a subsidized Gympass membership
Free English and Spanish language classes
A beautiful office in the heart of the city, complete with professional espresso machines, free drinks and snacks, and indoor and outdoor break spaces

ABOUT US

We’re using technology to revolutionize the way HR operates, transforming the way millions of people experience work every day. In June 2022 we raised a second Series E funding of $200 million, allowing us to turbocharge this change and making Personio the fastest-growing and most valuable HR technology company in Europe.

With over 6,000 customers and a team of 1,500 in seven offices across Europe, now is the perfect time to join! We’re hiring talented, impact-driven individuals who want to be more than just another employee. Will you be one of them?

Personio is an equal opportunities employer. We are committed to building an integrative culture where everyone feels welcomed and supported. We #EmbraceUniqueness and understand that our diverse, values-driven culture makes us stronger. As we continue to scale, we focus on enabling our employees to grow both personally and professionally.

We are proud to have an inclusive workplace environment that will foster your development no matter your gender, civil status, family status, sexual orientation, religion, age, disability, education level, or race.",16/02/2023,Junior Data ScientistACCOM
Senior Data Scientist (d/f/m),Personio,"Madrid, Comunidad de Madrid, España",Híbrido,hace 1 día,Jornada completa · Algo de responsabilidad,"Acerca del empleo
¡atSistemas apuesta por el talento junior! Si eres inquieto/a, tienes ganas de seguir aprendiendo y te interesa empezar a desarrollar tu carrera profesional en nuestra Comunidad Big Data? ¡éste es tu sitio! 👇

Si resides en Sevilla y has terminado un grado universitario en Informática, estadística, telecomunicaciones, matemáticas o similar y te interesa tener tu primera experiencia laboral dentro del mundo de los datos sigue leyendo... 📊🔍

Requisitos:

Conocimiento de SQL, Python, y de las librerías fundamentales de ML, estadística, visualización y procesamiento de datos.
Conocimientos específicos para modelos de predicción.
Capacidad Analítica para desarrollar modelos de forma autónoma: entrenamiento y interpretación, y mejora de los modelos predictivos

🚀 Y nosotros, ¿Qué te ofrecemos a cambio?

Contrato Indefinido
Plan de formación inicial y mapa de carrera definido: acceso a certificaciones, conocimiento técnico, herramientas, habilidades, idiomas, etc.
22 días de vacaciones + 2 libre disposición+ 24 y 31 de diciembre (cierre de empresa).
Te podrás beneficiar de un completo programa de beneficios y descuentos (Gympass,Fisio-Empresas, ofertas en móviles y portátiles, descuentos para irte de viaje...)
Participación en eventos tecnológicos.
Nosotros somos patrocinadores de eventos como el Codemotion, t3chfest y sobre todo estamos orgullosos de ser los organizadores de eventos técnicos como el blockchain spain y DevOps Spain.
Nos acordamos de ti en los momentos importantes de tu vida (aniversario de trabajo, cumpleaños y nacimiento). ¡Tienes sorpresa asegurada!

¡únete a nosotros y tendrás la oportunidad de construir una carrera tan única como tú!

En atSistemas llevamos casi 30 años trabajando en el sector. Ya somos más de 2200 compañer@s los que apostamos por un entorno laboral basado en la colaboración, la innovación, el compromiso, la diversión y la confianza.
Actuamos como un ecosistema de start-ups, organizados en Comunidades Tecnológicas que crean un entorno de colaboración idóneo para la innovación.",16/02/2023,Senior Data Scientist (d/f/m)Personio
Senior Data Scientist (d/f/m),Personio,"Madrid, Comunidad de Madrid, España",Presencial,hace 2 semanas,Jornada completa · Sin experiencia,"Acerca del empleo
About This Opportunity

Responsible for developing scientific methods, processes, and systems to extract knowledge or insights to drive the future of applied analytics. Provide thought leadership, perform Advanced Statistical Analytics, and build insights into data to provide to the business useful insights, identify trends, and measure performance which address business problems. Collaborate with business and process owners to understand business issues, and with engineers to implement and deploy scalable solutions, where applicable

What You Will Do
Perform Data science leadership
Synthesize problems into data question(s)
Decide approach for data science
Design & perform data science experiment
Develop Data Science Infrastructure &Tools
Convert data into insights.
Act in external relations
You will bring

Theoretical Knowledge:
Common and sophisticated Clustering algorithms including probability density and distribution based.
Convolutional Neural networks
Recurrent Neural Networks
Graph Neural Networks
Bayesian based probabilistic graphical models
Deep Autoencoders
Latest machine reasoning techniques
Reinforcement learning
Application of ML/AI:
Clean clustering of high dimensional data with noise
Application of autoencoders to high-dimensional data
Application of GNN to high dimensional complex data structures
Application of CNN to high-dimensional temporal data
Application of RNN to high- time series data for forecasting
Application of Bayesian dimensional networks for causal reasoning
Auto learning of network structure from data for probabilistic graphical models
Frameworks, Languages, & General skills:
Strong programming skills in Python, ability to write object oriented and scalable code
JupyterHub and notebooks
Strong skills in the use of current innovative machine learning frameworks such as Tensorflow, Keras, Scikit-learn, etc.
Ability to handle large amounts high dimensional data (knowledge of distributed data pipelines is a plus)
Good data Visualization skills
Ability to work independently and be a self-starter with high energy, enthusiasm and persistence
Why join Ericsson?

At Ericsson, you´ll have an outstanding opportunity! The chance to use your skills and imagination to push the boundaries of what´s possible. To build never seen before solutions to some of the world’s toughest problems. You´ll be challenged, but you won’t be alone! You´ll be joining a team of diverse innovators, all driven to go beyond the status quo to craft what comes next.

What happens once you apply?

Click Here to find all you need to know about what our typical hiring process looks like.

We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. Please contact us to request accommodation.

Encouraging a diverse and inclusive organization is core to our values at Ericsson, that's why we nurture it in everything we do. We truly believe that by collaborating with people with different experiences we drive innovation, which is essential for our future growth. We encourage people from all backgrounds to apply and realize their full potential as part of our Ericsson team.

Ericsson is proud to be an Equal Opportunity and Affirmative Action employer, learn more.",16/02/2023,Senior Data Scientist (d/f/m)Personio
Científico/a de datos Junior,atSistemas,"Sevilla, Andalucía, España",Presencial,hace 2 semanas,Jornada completa,"Acerca del empleo
About This Opportunity

Responsible for developing scientific methods, processes, and systems to extract knowledge or insights to drive the future of applied analytics. Provide thought leadership, perform Advanced Statistical Analytics, and build insights into data to provide to the business useful insights, identify trends, and measure performance which address business problems. Collaborate with business and process owners to understand business issues, and with engineers to implement and deploy scalable solutions, where applicable

What You Will Do
Perform Data science leadership
Synthesize problems into data question(s)
Decide approach for data science
Design & perform data science experiment
Develop Data Science Infrastructure &Tools
Convert data into insights.
Act in external relations
You will bring

Theoretical Knowledge:
Common and sophisticated Clustering algorithms including probability density and distribution based.
Convolutional Neural networks
Recurrent Neural Networks
Graph Neural Networks
Bayesian based probabilistic graphical models
Deep Autoencoders
Latest machine reasoning techniques
Reinforcement learning
Application of ML/AI:
Clean clustering of high dimensional data with noise
Application of autoencoders to high-dimensional data
Application of GNN to high dimensional complex data structures
Application of CNN to high-dimensional temporal data
Application of RNN to high- time series data for forecasting
Application of Bayesian dimensional networks for causal reasoning
Auto learning of network structure from data for probabilistic graphical models
Frameworks, Languages, & General skills:
Strong programming skills in Python, ability to write object oriented and scalable code
JupyterHub and notebooks
Strong skills in the use of current innovative machine learning frameworks such as Tensorflow, Keras, Scikit-learn, etc.
Ability to handle large amounts high dimensional data (knowledge of distributed data pipelines is a plus)
Good data Visualization skills
Ability to work independently and be a self-starter with high energy, enthusiasm and persistence
Why join Ericsson?

At Ericsson, you´ll have an outstanding opportunity! The chance to use your skills and imagination to push the boundaries of what´s possible. To build never seen before solutions to some of the world’s toughest problems. You´ll be challenged, but you won’t be alone! You´ll be joining a team of diverse innovators, all driven to go beyond the status quo to craft what comes next.

What happens once you apply?

Click Here to find all you need to know about what our typical hiring process looks like.

We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. Please contact us to request accommodation.

Encouraging a diverse and inclusive organization is core to our values at Ericsson, that's why we nurture it in everything we do. We truly believe that by collaborating with people with different experiences we drive innovation, which is essential for our future growth. We encourage people from all backgrounds to apply and realize their full potential as part of our Ericsson team.

Ericsson is proud to be an Equal Opportunity and Affirmative Action employer, learn more.",16/02/2023,Científico/a de datos JunioratSistemas
Data Scientist,Ericsson,"Madrid, Comunidad de Madrid, España",Híbrido,hace 1 semana,Jornada completa,"Acerca del empleo
Ingeteam, empresa líder en fabricación de producto y ofrecer servicios de Operación & Mantenimiento en el sector de las Energías renovables está en búsqueda de un científico/a dedatos para su departamento I+D+I. Las oficinas están situadas en Albacete.

Puesto vacante:
Realizar tareas de diseño y desarrollo de algoritmos, sistemas de análisis de datos y sistemas de aprendizaje automático (machine learning) relacionados con el diagnóstico de máquinas, la gestión de activos y el soporte a la decisión de técnicos y gestores de mantenimiento, así como la coordinación de socios tecnológicos en la realización de estas mismas tareas.

Entre sus funciones diarias podemos resaltar las siguientes:

En dependencia directa del R&D Manager se responsabilizará de las siguientes funciones:

- Recoger, analizar y documentar los requisitos de usuario, casos de uso y de calidad de los productos software a desarrollar.
- Diseñar la arquitectura de la solución, seleccionar y configurar el IDE y definir las pautas de desarrollo.
- Desarrollar conectores software para adquirir y normalizar la información procedente de protocolos industriales (OPC, ModBus, etc.), protocolos de IoT (AMQP, MQTT, etc.)
- Crear y gestionar bases de datos relacionales (SQL Server, Oracle, MySQL) y no relacionales (MongoDB, etc.).
- Desarrollar servicios que permitan consumir los datos de forma fácil y rápida a través de servicios web (p.ej. WSDL) y APIs (REST, JSON).
- Diseñar, desarrollar e implementar algoritmos de análisis de datos y aprendizaje automático (p.ej. TensorFlow, PyTorch, Anaconda…).
- Colaborar con el departamento de Procesos u otros socios de proyectos en la definición, diseño y desarrollo de interfaces gráficas de usuario basadas en tecnologías Web (HTML, Javascript, etc.) que consuman los servicios previamente desarrollados.
- Conocer y vigilar continuamente el entorno tecnológico relevante para el puesto: Internet of Things, Industrial Internet, Asset Management, eMaintenance, etc.
- Proponer mejoras y desarrollar pruebas de concepto sobre plataformas open source para valorar la viabilidad de futuros desarrollos.

En Ingeteam valoramos la diversidad y facilitamos la inserción de personas con discapacidad. Por ello, si reúnes los requisitos generales de la vacante y dispones de certificado con grado de discapacidad igual o superior al 33%, Ingeteam valorará positivamente tu candidatura, anímate y contacta con nosotros/as!

Requisitos:
Experiencia laboral relacionada con el puesto a escribir
Conocimientos de Python nivel medio-alto.
Conocimientos de analítica de datos (estadística, minería de datos, aprendizaje automático…)
Conocimientos de bases de datos relacionales (MySQL) y no relacionales (MongoDB)
Nivel de inglés B2.
Alto nivel de autonomía.
Capacidad de aprendizaje y adaptación nuevos conocimientos y tareas.

Se ofrece:

Proyección y aplicación de inteligencia a los datos extraídos en los proyectos relacionados con Energía Renovable (Fotovoltaica, Eólica, Biomasa e Hydro)

Porcentaje de Viajes y zonas de traslado
10-20%. España y países de la Unión Europea

Trabajo en remoto:
A definir según necesidades. Se está aplicando política interna de la empresa, se determinará en entrevista. Añadir que actualmente no se contempla el 100%.

Flexibilidad horaria:
Horario de concurrencia de 9.30-13.00h. Autogestión del horario de trabajo según necesidades del proyecto.

Salario: 27k-30k",16/02/2023,Data ScientistEricsson
